Trial number,Fixation Onset NEV,Image Onset NEV,Stim on/off NEV,Stim onset NEV,Stim offset NEV,Response value NEV,Reaction onset NEV,Congruent Value NEV,Valence Value NEV,Reaction time NEV,TrialNum,Delay1,Delay2,TrialComplete,TimeImageOnset,ColorLev,TimeRec,TimeTrial,BlockNumber,TrialTypeDesignation
1.0,100.224,101.042,0.0,0.0,0.0,100.0,,1.0,2.0,,1.0,0.8,0.8,1.0,0.072906,0.0,193063.4878,0.87576,1.0,2.0
2.0,101.042,101.857,0.0,0.0,0.0,100.0,,1.0,2.0,,2.0,0.8,0.8,2.0,0.88959,0.0,193064.305,1.693,1.0,2.0
3.0,101.857,102.69,0.0,0.0,0.0,100.0,,1.0,2.0,,3.0,0.8,0.8,3.0,1.706,0.0,193065.1219,2.5099,1.0,2.0
4.0,102.69,103.509,0.0,0.0,0.0,100.0,,1.0,2.0,,4.0,0.8,0.8,4.0,2.5395,1.0,193065.9531,3.341,1.0,2.0
5.0,103.509,104.323,0.0,0.0,0.0,100.0,,1.0,2.0,,5.0,0.8,0.8,5.0,3.356,0.0,193066.7736,4.1622,1.0,2.0
6.0,104.323,105.14,0.0,0.0,0.0,100.0,,1.0,2.0,,6.0,0.8,0.8,6.0,4.1726,1.0,193067.5857,4.9736,1.0,2.0
7.0,105.14,105.957,0.0,0.0,0.0,100.0,,1.0,2.0,,7.0,0.8,0.8,7.0,4.9892,1.0,193068.4022,5.7902,1.0,2.0
8.0,105.957,106.773,0.0,0.0,0.0,100.0,,1.0,2.0,,8.0,0.8,0.8,8.0,5.8057,1.0,193069.2188,6.6068,1.0,2.0
9.0,106.773,107.59,0.0,0.0,0.0,100.0,,1.0,2.0,,9.0,0.8,0.8,9.0,6.6224,0.0,193070.0355,7.4234,1.0,2.0
10.0,107.59,108.407,0.0,0.0,0.0,100.0,,1.0,2.0,,10.0,0.8,0.8,10.0,7.4391,1.0,193070.8521,8.2401,1.0,2.0
11.0,108.407,109.224,0.0,0.0,0.0,100.0,,1.0,2.0,,11.0,0.8,0.8,11.0,8.2556,0.0,193071.6687,9.0566,1.0,2.0
12.0,109.224,110.04,0.0,0.0,0.0,100.0,,1.0,2.0,,12.0,0.8,0.8,12.0,9.0723,1.0,193072.4854,9.8733,1.0,2.0
13.0,110.04,110.857,0.0,0.0,0.0,100.0,,1.0,2.0,,13.0,0.8,0.8,13.0,9.8889,0.0,193073.3019,10.6899,1.0,2.0
14.0,110.857,111.673,0.0,0.0,0.0,100.0,,1.0,2.0,,14.0,0.8,0.8,14.0,10.7054,0.0,193074.1185,11.5064,1.0,2.0
15.0,111.673,112.49,0.0,0.0,0.0,100.0,,1.0,2.0,,15.0,0.8,0.8,15.0,11.5221,0.0,193074.9352,12.3231,1.0,2.0
16.0,112.49,113.307,0.0,0.0,0.0,100.0,,1.0,2.0,,16.0,0.8,0.8,16.0,12.3387,0.0,193075.7517,13.1397,1.0,2.0
17.0,113.307,114.123,0.0,0.0,0.0,100.0,,1.0,2.0,,17.0,0.8,0.8,17.0,13.1552,0.0,193076.5683,13.9562,1.0,2.0
18.0,114.123,114.94,0.0,0.0,0.0,100.0,,1.0,2.0,,18.0,0.8,0.8,18.0,13.972,0.0,193077.385,14.773,1.0,2.0
19.0,114.94,115.757,0.0,0.0,0.0,100.0,,1.0,2.0,,19.0,0.8,0.8,19.0,14.7885,1.0,193078.2016,15.5896,1.0,2.0
20.0,115.757,116.573,0.0,0.0,0.0,100.0,,1.0,2.0,,20.0,0.8,0.8,20.0,15.6051,0.0,193079.0182,16.4062,1.0,2.0
21.0,116.573,117.39,0.0,0.0,0.0,100.0,,1.0,2.0,,21.0,0.8,0.8,21.0,16.4218,0.0,193079.8349,17.2229,1.0,2.0
22.0,117.39,118.207,0.0,0.0,0.0,100.0,,1.0,2.0,,22.0,0.8,0.8,22.0,17.2383,1.0,193080.6514,18.0394,1.0,2.0
23.0,118.207,119.023,0.0,0.0,0.0,100.0,,1.0,2.0,,23.0,0.8,0.8,23.0,18.0549,0.0,193081.468,18.856,1.0,2.0
24.0,119.023,119.84,0.0,0.0,0.0,100.0,,1.0,2.0,,24.0,0.8,0.8,24.0,18.8716,1.0,193082.2848,19.6727,1.0,2.0
25.0,119.84,120.657,0.0,0.0,0.0,100.0,,1.0,2.0,,25.0,0.8,0.8,25.0,19.6882,0.0,193083.1014,20.4893,1.0,2.0
26.0,120.657,121.474,0.0,0.0,0.0,100.0,,1.0,2.0,,26.0,0.8,0.8,26.0,20.5047,1.0,193083.918,21.3059,1.0,2.0
27.0,121.474,122.29,0.0,0.0,0.0,100.0,,1.0,2.0,,27.0,0.8,0.8,27.0,21.3214,1.0,193084.7346,22.1226,1.0,2.0
28.0,122.29,123.107,0.0,0.0,0.0,100.0,,1.0,2.0,,28.0,0.8,0.8,28.0,22.138,1.0,193085.5513,22.9392,1.0,2.0
29.0,123.107,123.924,0.0,0.0,0.0,100.0,,1.0,2.0,,29.0,0.8,0.8,29.0,22.9546,0.0,193086.3678,23.7557,1.0,2.0
